Codigo.municipio,Municipio, Total, 1-2 499 habitantes, 2 500 y más habitantes,Fecha
20178, San Juan Bautista Guelache,6692,6692, ,2020
20179, San Juan Bautista Jayacatlán,1447,1447, ,2020
20180, San Juan Bautista Lo de Soto,2344,2344, ,2020
20181, San Juan Bautista Suchitepec,453,453, ,2020
20183, San Juan Bautista Tlachichilco,1475,1475, ,2020
20182, San Juan Bautista Tlacoatzintepec,2181,2181, ,2020
20184, San Juan Bautista Tuxtepec,159452,49239,110213,2020
20559, San Juan Bautista Valle Nacional,23067,17255,5812,2020
20185, San Juan Cacahuatepec,8939,4685,4254,2020
20191, San Juan Chicomezúchil,296,296, ,2020
20192, San Juan Chilateca,1522,1522, ,2020
20186, San Juan Cieneguilla,524,524, ,2020
20187, San Juan Coatzóspam,1808,1808, ,2020
20188, San Juan Colorado,9609,3930,5679,2020
20189, San Juan Comaltepec,3116,3116, ,2020
20190, San Juan Cotzocón,22444,14832,7612,2020
20206, San Juan de los Cués,2421,2421, ,2020
20193, San Juan del Estado,2807,38,2769,2020
20194, San Juan del Río,1372,1372, ,2020
20195, San Juan Diuxi,1056,1056, ,2020
20196, San Juan Evangelista Analco,407,407, ,2020
20197, San Juan Guelavía,3288,113,3175,2020
20198, San Juan Guichicovi,29802,25671,4131,2020
20199, San Juan Ihualtepec,494,494, ,2020
20200, San Juan Juquila Mixes,3703,3703, ,2020
20201, San Juan Juquila Vijanos,1880,1880, ,2020
20202, San Juan Lachao,4577,4577, ,2020
20203, San Juan Lachigalla,3538,3538, ,2020
20204, San Juan Lajarcia,634,634, ,2020
20205, San Juan Lalana,16989,16989, ,2020
20207, San Juan Mazatlán,19032,19032, ,2020
20208, San Juan Mixtepec,6941,6941, ,2020
20209, San Juan Mixtepec.,607,607, ,2020
20210, San Juan Ñumí,5773,5773, ,2020
20211, San Juan Ozolotepec,3411,3411, ,2020
20212, San Juan Petlapa,3117,3117, ,2020
20213, San Juan Quiahije,4203,4203, ,2020
20214, San Juan Quiotepec,2033,2033, ,2020
20215, San Juan Sayultepec,879,879, ,2020
20216, San Juan Tabaá,1241,1241, ,2020
20217, San Juan Tamazola,3325,3325, ,2020
20218, San Juan Teita,544,544, ,2020
20219, San Juan Teitipac,2668,22,2646,2020
20220, San Juan Tepeuxila,2692,2692, ,2020
20221, San Juan Teposcolula,1494,1494, ,2020
20222, San Juan Yaeé,1426,1426, ,2020
20223, San Juan Yatzona,440,440, ,2020
20224, San Juan Yucuita,643,643, ,2020
20225, San Lorenzo,5903,5903, ,2020
20226, San Lorenzo Albarradas,2971,2971, ,2020
20227, San Lorenzo Cacaotepec,18339,2706,15633,2020
20228, San Lorenzo Cuaunecuiltitla,833,833, ,2020
20229, San Lorenzo Texmelúcan,9148,9148, ,2020
20230, San Lorenzo Victoria,932,932, ,2020
20231, San Lucas Camotlán,3187,193,2994,2020
20232, San Lucas Ojitlán,22185,16033,6152,2020
20233, San Lucas Quiaviní,1720,1720, ,2020
20234, San Lucas Zoquiápam,7163,7163, ,2020
20235, San Luis Amatlán,3829,3829, ,2020
20236, San Marcial Ozolotepec,1372,1372, ,2020
20237, San Marcos Arteaga,1568,1568, ,2020
20238, San Martín de los Cansecos,994,994, ,2020
20239, San Martín Huamelúlpam,1000,1000, ,2020
20240, San Martín Itunyoso,2749,2749, ,2020
20241, San Martín Lachilá,1034,1034, ,2020
20242, San Martín Peras,12436,9385,3051,2020
20243, San Martín Tilcajete,1975,1975, ,2020
20244, San Martín Toxpalan,3934,3934, ,2020
20245, San Martín Zacatepec,1324,1324, ,2020
20246, San Mateo Cajonos,611,611, ,2020
20248, San Mateo del Mar,15571,6698,8873,2020
20250, San Mateo Etlatongo,1239,1239, ,2020
20251, San Mateo Nejápam,1217,1217, ,2020
20252, San Mateo Peñasco,2384,2384, ,2020
20253, San Mateo Piñas,2021,2021, ,2020
20254, San Mateo Río Hondo,3207,3207, ,2020
20255, San Mateo Sindihui,1977,1977, ,2020
20256, San Mateo Tlapiltepec,229,229, ,2020
20249, San Mateo Yoloxochitlán,3831,1079,2752,2020
20566, San Mateo Yucutindoo,3144,3144, ,2020
20257, San Melchor Betaza,1052,1052, ,2020
20258, San Miguel Achiutla,698,698, ,2020
20259, San Miguel Ahuehuetitlán,2142,2142, ,2020
20260, San Miguel Aloápam,2191,2191, ,2020
20261, San Miguel Amatitlán,6932,6932, ,2020
20262, San Miguel Amatlán,991,991, ,2020
20264, San Miguel Chicahua,2169,2169, ,2020
20265, San Miguel Chimalapa,6711,6711, ,2020
20263, San Miguel Coatlán,3184,3184, ,2020
20266, San Miguel del Puerto,8551,8551, ,2020
20267, San Miguel del Río,245,245, ,2020
20268, San Miguel Ejutla,1149,1149, ,2020
20269, San Miguel el Grande,4313,4313, ,2020
20270, San Miguel Huautla,1311,1311, ,2020
20271, San Miguel Mixtepec,3194,3194, ,2020
20272, San Miguel Panixtlahuaca,6252,362,5890,2020
20273, San Miguel Peras,3818,3818, ,2020
20274, San Miguel Piedras,1328,1328, ,2020
20275, San Miguel Quetzaltepec,7286,3649,3637,2020
20276, San Miguel Santa Flor,691,691, ,2020
20278, San Miguel Soyaltepec,38682,31419,7263,2020
20279, San Miguel Suchixtepec,2932,2932, ,2020
20281, San Miguel Tecomatlán,305,305, ,2020
20282, San Miguel Tenango,653,653, ,2020
20283, San Miguel Tequixtepec,1044,1044, ,2020
20284, San Miguel Tilquiápam,3141,33,3108,2020
20285, San Miguel Tlacamama,3668,3668, ,2020
20286, San Miguel Tlacotepec,3100,3100, ,2020
20287, San Miguel Tulancingo,307,307, ,2020
20288, San Miguel Yotao,585,585, ,2020
20289, San Nicolás,1214,1214, ,2020
20290, San Nicolás Hidalgo,1043,1043, ,2020
20291, San Pablo Coatlán,4308,4308, ,2020
20292, San Pablo Cuatro Venados,1510,1510, ,2020
20293, San Pablo Etla,17116,5222,11894,2020
20294, San Pablo Huitzo,7035,963,6072,2020
20295, San Pablo Huixtepec,10020,410,9610,2020
20296, San Pablo Macuiltianguis,955,955, ,2020
20297, San Pablo Tijaltepec,2751,2751, ,2020
20298, San Pablo Villa de Mitla,13587,3933,9654,2020
20299, San Pablo Yaganiza,1125,1125, ,2020
20300, San Pedro Amuzgos,6632,1710,4922,2020
20301, San Pedro Apóstol,1594,1594, ,2020
20302, San Pedro Atoyac,4559,1830,2729,2020
20303, San Pedro Cajonos,1081,1081, ,2020
20305, San Pedro Comitancillo,4333,68,4265,2020
20304, San Pedro Coxcaltepec Cántaros,716,716, ,2020
20306, San Pedro el Alto,4654,4654, ,2020
20307, San Pedro Huamelula,9735,9735, ,2020
20308, San Pedro Huilotepec,3307,60,3247,2020
20309, San Pedro Ixcatlán,10368,6928,3440,2020
20310, San Pedro Ixtlahuaca,14552,10664,3888,2020
20311, San Pedro Jaltepetongo,483,483, ,2020
20312, San Pedro Jicayán,11279,6893,4386,2020
20313, San Pedro Jocotipac,730,730, ,2020
20314, San Pedro Juchatengo,1755,1755, ,2020
20315, San Pedro Mártir,1899,1899, ,2020
20316, San Pedro Mártir Quiechapa,738,738, ,2020
20317, San Pedro Mártir Yucuxaco,1257,1257, ,2020
20318, San Pedro Mixtepec,49780,8080,41700,2020
20319, San Pedro Mixtepec,972,972, ,2020
20320, San Pedro Molinos,706,706, ,2020
20321, San Pedro Nopala,751,751, ,2020
20322, San Pedro Ocopetatillo,786,786, ,2020
20323, San Pedro Ocotepec,2404,2404, ,2020
20324, San Pedro Pochutla,48204,31142,17062,2020
20325, San Pedro Quiatoni,11930,4206,7724,2020
20326, San Pedro Sochiápam,5052,5052, ,2020
20327, San Pedro Tapanatepec,15479,7325,8154,2020
20328, San Pedro Taviche,1441,1441, ,2020
20329, San Pedro Teozacoalco,1153,1153, ,2020
20330, San Pedro Teutila,4296,4296, ,2020
20331, San Pedro Tidaá,982,982, ,2020
20332, San Pedro Topiltepec,373,373, ,2020
20333, San Pedro Totolápam,3294,3294, ,2020
20337, San Pedro y San Pablo Ayutla,5616,5616, ,2020
20339, San Pedro y San Pablo Teposcolula,4353,4353, ,2020
20340, San Pedro y San Pablo Tequixtepec,1747,1747, ,2020
20335, San Pedro Yaneri,867,867, ,2020
20336, San Pedro Yólox,1697,1697, ,2020
20341, San Pedro Yucunama,241,241, ,2020
20342, San Raymundo Jalpan,4105,4105, ,2020
20343, San Sebastián Abasolo,1999,1999, ,2020
20344, San Sebastián Coatlán,2809,2809, ,2020
20345, San Sebastián Ixcapa,4188,4188, ,2020
20346, San Sebastián Nicananduta,1542,1542, ,2020
20347, San Sebastián Río Hondo,4202,4202, ,2020
20348, San Sebastián Tecomaxtlahuaca,8192,5484,2708,2020
20349, San Sebastián Teitipac,2189,2189, ,2020
20350, San Sebastián Tutla,16878,56,16822,2020
20351, San Simón Almolongas,2802,2802, ,2020
20352, San Simón Zahuatlán,4940,4940, ,2020
20534, San Vicente Coatlán,3512,347,3165,2020
20535, San Vicente Lachixío,3227,3227, ,2020
20536, San Vicente Nuñú,449,449, ,2020
20353, Santa Ana,2406,2406, ,2020
20354, Santa Ana Ateixtlahuaca,477,477, ,2020
20355, Santa Ana Cuauhtémoc,681,681, ,2020
20356, Santa Ana del Valle,2179,2179, ,2020
20357, Santa Ana Tavela,848,848, ,2020
20358, Santa Ana Tlapacoyan,1958,1958, ,2020
20359, Santa Ana Yareni,637,637, ,2020
20360, Santa Ana Zegache,3981,1102,2879,2020
20361, Santa Catalina Quierí,825,825, ,2020
20362, Santa Catarina Cuixtla,1495,1495, ,2020
20363, Santa Catarina Ixtepeji,2675,2675, ,2020
20364, Santa Catarina Juquila,18654,10570,8084,2020
20365, Santa Catarina Lachatao,1059,1059, ,2020
20366, Santa Catarina Loxicha,3676,693,2983,2020
20367, Santa Catarina Mechoacán,4582,56,4526,2020
20368, Santa Catarina Minas,2067,2067, ,2020
20369, Santa Catarina Quiané,2193,2193, ,2020
20074, Santa Catarina Quioquitani,456,456, ,2020
20370, Santa Catarina Tayata,662,662, ,2020
20371, Santa Catarina Ticuá,986,986, ,2020
20372, Santa Catarina Yosonotú,1316,1316, ,2020
20373, Santa Catarina Zapoquila,403,403, ,2020
20374, Santa Cruz Acatepec,1645,1645, ,2020
20375, Santa Cruz Amilpas,13200, ,13200,2020
20376, Santa Cruz de Bravo,365,365, ,2020
20377, Santa Cruz Itundujia,10860,10860, ,2020
20378, Santa Cruz Mixtepec,3720,3720, ,2020
20379, Santa Cruz Nundaco,2951,2951, ,2020
20380, Santa Cruz Papalutla,2242,2242, ,2020
20381, Santa Cruz Tacache de Mina,2940,2940, ,2020
20382, Santa Cruz Tacahua,1182,1182, ,2020
20383, Santa Cruz Tayata,595,595, ,2020
20384, Santa Cruz Xitla,4794,826,3968,2020
20385, Santa Cruz Xoxocotlán,100402,13286,87116,2020
20386, Santa Cruz Zenzontepec,19079,19079, ,2020
20387, Santa Gertrudis,2891,344,2547,2020
20569, Santa Inés de Zaragoza,1454,1454, ,2020
20388, Santa Inés del Monte,2809,2809, ,2020
20389, Santa Inés Yatzeche,908,908, ,2020
20390, Santa Lucía del Camino,50362, ,50362,2020
20391, Santa Lucía Miahuatlán,3375,3375, ,2020
20392, Santa Lucía Monteverde,6726,6726, ,2020
20393, Santa Lucía Ocotlán,4173,79,4094,2020
20047, Santa Magdalena Jicotlán,81,81, ,2020
20394, Santa María Alotepec,2796,2796, ,2020
20395, Santa María Apazco,1629,1629, ,2020
20399, Santa María Atzompa,41921,13335,28586,2020
20400, Santa María Camotlán,1713,1713, ,2020
20404, Santa María Chachoápam,761,761, ,2020
20406, Santa María Chilchotla,21469,21469, ,2020
20407, Santa María Chimalapa,9578,7062,2516,2020
20401, Santa María Colotepec,27046,16414,10632,2020
20402, Santa María Cortijo,1067,1067, ,2020
20403, Santa María Coyotepec,3751,758,2993,2020
20408, Santa María del Rosario,499,499, ,2020
20409, Santa María del Tule,8939,671,8268,2020
20410, Santa María Ecatepec,3418,3418, ,2020
20411, Santa María Guelacé,908,908, ,2020
20412, Santa María Guienagati,3178,3178, ,2020
20413, Santa María Huatulco,50862,16269,34593,2020
20414, Santa María Huazolotitlán,11995,4025,7970,2020
20415, Santa María Ipalapa,4878,4878, ,2020
20416, Santa María Ixcatlán,461,461, ,2020
20417, Santa María Jacatepec,9682,9682, ,2020
20418, Santa María Jalapa del Marqués,11735,2777,8958,2020
20419, Santa María Jaltianguis,592,592, ,2020
20396, Santa María la Asunción,3259,3259, ,2020
20420, Santa María Lachixío,1679,1679, ,2020
20421, Santa María Mixtequilla,4690,1039,3651,2020
20422, Santa María Nativitas,603,603, ,2020
20423, Santa María Nduayaco,453,453, ,2020
20424, Santa María Ozolotepec,3793,3793, ,2020
20425, Santa María Pápalo,2058,2058, ,2020
20426, Santa María Peñoles,8967,8967, ,2020
20427, Santa María Petapa,16706,11442,5264,2020
20428, Santa María Quiegolani,2224,2224, ,2020
20429, Santa María Sola,1516,1516, ,2020
20430, Santa María Tataltepec,317,317, ,2020
20431, Santa María Tecomavaca,1830,1830, ,2020
20432, Santa María Temaxcalapa,903,903, ,2020
20433, Santa María Temaxcaltepec,2694,2694, ,2020
20434, Santa María Teopoxco,3985,3985, ,2020
20435, Santa María Tepantlali,3576,3576, ,2020
20436, Santa María Texcatitlán,896,896, ,2020
20437, Santa María Tlahuitoltepec,9653,6128,3525,2020
20438, Santa María Tlalixtac,1839,1839, ,2020
20439, Santa María Tonameca,25347,22702,2645,2020
20440, Santa María Totolapilla,812,812, ,2020
20441, Santa María Xadani,9234,602,8632,2020
20442, Santa María Yalina,250,250, ,2020
20443, Santa María Yavesía,434,434, ,2020
20444, Santa María Yolotepec,481,481, ,2020
20445, Santa María Yosoyúa,1699,1699, ,2020
20446, Santa María Yucuhiti,6008,6008, ,2020
20447, Santa María Zacatepec,17100,11139,5961,2020
20448, Santa María Zaniza,2469,2469, ,2020
20449, Santa María Zoquitlán,3294,3294, ,2020
20450, Santiago Amoltepec,13855,13855, ,2020
20451, Santiago Apoala,1019,1019, ,2020
20452, Santiago Apóstol,4421,600,3821,2020
20453, Santiago Astata,3918,3918, ,2020
20454, Santiago Atitlán,3556,3556, ,2020
20455, Santiago Ayuquililla,2904,2904, ,2020
20456, Santiago Cacaloxtepec,1667,1667, ,2020
20457, Santiago Camotlán,3346,3346, ,2020
20460, Santiago Choápam,5242,5242, ,2020
20458, Santiago Comaltepec,1157,1157, ,2020
20461, Santiago del Río,527,527, ,2020
20462, Santiago Huajolotitlán,4600,4600, ,2020
20463, Santiago Huauclilla,525,525, ,2020
20464, Santiago Ihuitlán Plumas,341,341, ,2020
20465, Santiago Ixcuintepec,1636,1636, ,2020
20466, Santiago Ixtayutla,13880,13880, ,2020
20467, Santiago Jamiltepec,19112,8725,10387,2020
20468, Santiago Jocotepec,14198,14198, ,2020
20469, Santiago Juxtlahuaca,34735,24124,10611,2020
20470, Santiago Lachiguiri,4394,4394, ,2020
20471, Santiago Lalopa,431,431, ,2020
20472, Santiago Laollaga,3361,540,2821,2020
20473, Santiago Laxopa,1291,1291, ,2020
20474, Santiago Llano Grande,3440,3440, ,2020
20475, Santiago Matatlán,10175,2053,8122,2020
20476, Santiago Miltepec,421,421, ,2020
20477, Santiago Minas,1327,1327, ,2020
20478, Santiago Nacaltepec,1599,1599, ,2020
20479, Santiago Nejapilla,174,174, ,2020
20066, Santiago Niltepec,5342,2124,3218,2020
20480, Santiago Nundiche,1351,1351, ,2020
20481, Santiago Nuyoó,1898,1898, ,2020
20482, Santiago Pinotepa Nacional,55840,22114,33726,2020
20483, Santiago Suchilquitongo,10886,2613,8273,2020
20484, Santiago Tamazola,4458,4458, ,2020
20485, Santiago Tapextla,3134,3134, ,2020
20487, Santiago Tenango,1966,1966, ,2020
20488, Santiago Tepetlapa,130,130, ,2020
20489, Santiago Tetepec,4909,4909, ,2020
20490, Santiago Texcalcingo,2974,2974, ,2020
20491, Santiago Textitlán,4930,4930, ,2020
20492, Santiago Tilantongo,2764,2764, ,2020
20493, Santiago Tillo,545,545, ,2020
20494, Santiago Tlazoyaltepec,6300,6300, ,2020
20495, Santiago Xanica,3029,3029, ,2020
20496, Santiago Xiacuí,1893,1893, ,2020
20497, Santiago Yaitepec,4233, ,4233,2020
20498, Santiago Yaveo,7593,7593, ,2020
20499, Santiago Yolomécatl,1922,1922, ,2020
20500, Santiago Yosondúa,7991,7991, ,2020
20501, Santiago Yucuyachi,998,998, ,2020
20502, Santiago Zacatepec,5089,5089, ,2020
20503, Santiago Zoochila,425,425, ,2020
20506, Santo Domingo Albarradas,798,798, ,2020
20507, Santo Domingo Armenta,3155,638,2517,2020
20508, Santo Domingo Chihuitán,1618,1618, ,2020
20509, Santo Domingo de Morelos,11384,11384, ,2020
20505, Santo Domingo Ingenio,7681,1551,6130,2020
20510, Santo Domingo Ixcatlán,760,760, ,2020
20511, Santo Domingo Nuxaá,3335,3335, ,2020
20512, Santo Domingo Ozolotepec,1101,1101, ,2020
20513, Santo Domingo Petapa,9027,3171,5856,2020
20514, Santo Domingo Roayaga,941,941, ,2020
20515, Santo Domingo Tehuantepec,67739,17066,50673,2020
20516, Santo Domingo Teojomulco,5260,5260, ,2020
20517, Santo Domingo Tepuxtepec,6029,6029, ,2020
20518, Santo Domingo Tlatayápam,113,113, ,2020
20519, Santo Domingo Tomaltepec,3386,395,2991,2020
20520, Santo Domingo Tonalá,7393,7393, ,2020
20521, Santo Domingo Tonaltepec,250,250, ,2020
20522, Santo Domingo Xagacía,1205,1205, ,2020
20523, Santo Domingo Yanhuitlán,1633,1633, ,2020
20524, Santo Domingo Yodohino,327,327, ,2020
20525, Santo Domingo Zanatepec,12483,4583,7900,2020
20530, Santo Tomás Jalieza,3923,3923, ,2020
20531, Santo Tomás Mazaltepec,2612, ,2612,2020
20532, Santo Tomás Ocotepec,4066,4066, ,2020
20533, Santo Tomás Tamazulapan,2726,2726, ,2020
20526, Santos Reyes Nopala,16688,10812,5876,2020
20527, Santos Reyes Pápalo,2490,2490, ,2020
20528, Santos Reyes Tepejillo,904,904, ,2020
20529, Santos Reyes Yucuná,1474,1474, ,2020
20537, Silacayoápam,6710,3799,2911,2020
20538, Sitio de Xitlapehua,713,713, ,2020
20539, Soledad Etla,6348,2169,4179,2020
20031, Tamazulápam del Espíritu Santo,7185,4165,3020,2020
20541, Tanetze de Zaragoza,1558,1558, ,2020
20542, Taniche,887,887, ,2020
20543, Tataltepec de Valdés,6386,781,5605,2020
20544, Teococuilco de Marcos Pérez,1032,1032, ,2020
20545, Teotitlán de Flores Magón,10099,1630,8469,2020
20546, Teotitlán del Valle,6392,1534,4858,2020
20547, Teotongo,1005,1005, ,2020
20548, Tepelmeme Villa de Morelos,1960,1960, ,2020
20551, Tlacolula de Matamoros,30254,8464,21790,2020
20552, Tlacotepec Plumas,410,410, ,2020
20553, Tlalixtac de Cabrera,12067,667,11400,2020
20554, Totontepec Villa de Morelos,5904,5904, ,2020
20555, Trinidad Zaachila,3419,3419, ,2020
20557, Unión Hidalgo,14542,593,13949,2020
20558, Valerio Trujano,1376,1376, ,2020
20405, Villa de Chilapa de Díaz,1815,1815, ,2020
20338, Villa de Etla,10361,2364,7997,2020
20459, Villa de Santiago Chazumba,4877,4877, ,2020
20540, Villa de Tamazulápam del Progreso,8326,1684,6642,2020
20334, Villa de Tututepec,50541,24734,25807,2020
20565, Villa de Zaachila,46464,10083,36381,2020
20560, Villa Díaz Ordaz,6467,477,5990,2020
20038, Villa Hidalgo,1885,1885, ,2020
20277, Villa Sola de Vega,12350,12350, ,2020
20280, Villa Talea de Castro,2011,2011, ,2020
20486, Villa Tejúpam de la Unión,2419,2419, ,2020
20561, Yaxe,2954, ,2954,2020
20563, Yogana,1245,1245, ,2020
20564, Yutanduchi de Guerrero,1195,1195, ,2020
20567, Zapotitlán Lagunas,3382,3382, ,2020
20568, Zapotitlán Palmas,1695,1695, ,2020
20570, Zimatlán de Álvarez,22093,7867,14226,2020
21001, Acajete,72894,5727,67167,2020
21002, Acateno,9170,5519,3651,2020
21003, Acatlán,37955,15663,22292,2020
21004, Acatzingo,63743,6566,57177,2020
21005, Acteopan,3070,3070, ,2020
21006, Ahuacatlán,14542,11847,2695,2020
21007, Ahuatlán,3162,3162, ,2020
21008, Ahuazotepec,11439,8806,2633,2020
21009, Ahuehuetitla,2207,2207, ,2020
21010, Ajalpan,74768,37572,37196,2020
21011, Albino Zertuche,1885,1885, ,2020
21012, Aljojuca,6591,2444,4147,2020
21013, Altepexi,22629,1322,21307,2020
21014, Amixtlán,4812,4812, ,2020
21015, Amozoc,125876,11704,114172,2020
21016, Aquixtla,9021,9021, ,2020
21017, Atempan,29742,14160,15582,2020
21018, Atexcal,3859,3859, ,2020
21080, Atlequizayan,2633,2633, ,2020
21019, Atlixco,141793,32394,109399,2020
21020, Atoyatempan,7704,435,7269,2020
21021, Atzala,1512,1512, ,2020
21022, Atzitzihuacán,12857,5613,7244,2020
21023, Atzitzintla,9051,5527,3524,2020
21024, Axutla,976,976, ,2020
21025, Ayotoxco de Guerrero,8208,5045,3163,2020
21026, Calpan,15271,1628,13643,2020
21027, Caltepec,4128,4128, ,2020
21028, Camocuautla,2758,2758, ,2020
21099, Cañada Morelos,20659,12059,8600,2020
21029, Caxhuacan,3811,424,3387,2020
21045, Chalchicomula de Sesma,47410,19062,28348,2020
21046, Chapulco,8193,1657,6536,2020
21047, Chiautla,21699,5204,16495,2020
21048, Chiautzingo,22039,2428,19611,2020
21050, Chichiquila,26928,23765,3163,2020
21049, Chiconcuautla,17382,13307,4075,2020
21051, Chietla,37030,14866,22164,2020
21052, Chigmecatitlán,1215,1215, ,2020
21053, Chignahuapan,66464,37593,28871,2020
21054, Chignautla,35223,12025,23198,2020
21055, Chila,5082,5082, ,2020
21056, Chila de la Sal,1317,1317, ,2020
21058, Chilchotla,21002,12117,8885,2020
21059, Chinantla,2846,2846, ,2020
21030, Coatepec,772,772, ,2020
21031, Coatzingo,2820,2820, ,2020
21032, Cohetzala,1382,1382, ,2020
21033, Cohuecan,5403,5403, ,2020
21034, Coronango,46836,5605,41231,2020
21035, Coxcatlán,20653,9499,11154,2020
21036, Coyomeapan,14806,14806, ,2020
21037, Coyotepec,2334,2334, ,2020
21038, Cuapiaxtla de Madero,10542,2301,8241,2020
21039, Cuautempan,9837,9837, ,2020
21040, Cuautinchán,12340,6425,5915,2020
21041, Cuautlancingo,137435,8849,128586,2020
21042, Cuayuca de Andrade,3315,3315, ,2020
21043, Cuetzalan del Progreso,49864,40045,9819,2020
21044, Cuyoaco,17139,10564,6575,2020
21060, Domingo Arenas,7982,1430,6552,2020
21061, Eloxochitlán,14461,14461, ,2020
21062, Epatlán,4943,4943, ,2020
21063, Esperanza,14766,6321,8445,2020
21064, Francisco Z. Mena,17824,13500,4324,2020
21065, General Felipe Ángeles,22694,2302,20392,2020
21066, Guadalupe,6451,6451, ,2020
21067, Guadalupe Victoria,18784,6949,11835,2020
21068, Hermenegildo Galeana,7011,7011, ,2020
21057, Honey,6687,6687, ,2020
21069, Huaquechula,29233,22265,6968,2020
21070, Huatlatlauca,6111,6111, ,2020
21071, Huauchinango,103946,28542,75404,2020
21072, Huehuetla,17082,17082, ,2020
21073, Huehuetlán el Chico,9760,952,8808,2020
21150, Huehuetlán el Grande,6105,6105, ,2020
21074, Huejotzingo,90794,16007,74787,2020
21075, Hueyapan,13080,6043,7037,2020
21076, Hueytamalco,27600,21700,5900,2020
21077, Hueytlalpan,5951,5951, ,2020
21078, Huitzilan de Serdán,15928,8166,7762,2020
21079, Huitziltepec,5782,2875,2907,2020
21081, Ixcamilpa de Guerrero,4065,4065, ,2020
21082, Ixcaquixtla,8804,3602,5202,2020
21083, Ixtacamaxtitlán,25319,25319, ,2020
21084, Ixtepec,6950,3720,3230,2020
21085, Izúcar de Matamoros,82809,12707,70102,2020
21086, Jalpan,12050,12050, ,2020
21087, Jolalpan,13308,5548,7760,2020
21088, Jonotla,4457,4457, ,2020
21089, Jopala,12131,9101,3030,2020
21090, Juan C. Bonilla,23783,4561,19222,2020
21091, Juan Galindo,9828,1990,7838,2020
21092, Juan N. Méndez,5293,5293, ,2020
21095, La Magdalena Tlatlauquitepec,650,650, ,2020
21093, Lafragua,7650,7650, ,2020
21094, Libres,37257,19147,18110,2020
21118, Los Reyes de Juárez,30021,2622,27399,2020
21096, Mazapiltepec de Juárez,3176,3176, ,2020
21097, Mixtla,2668,2668, ,2020
21098, Molcaxac,6668,6668, ,2020
21100, Naupan,9310,9310, ,2020
21101, Nauzontla,3317,3317, ,2020
21102, Nealtican,14075,832,13243,2020
21103, Nicolás Bravo,6644,2106,4538,2020
21104, Nopalucan,32772,9770,23002,2020
21105, Ocotepec,5077,5077, ,2020
21106, Ocoyucan,42669,9304,33365,2020
21107, Olintla,11993,11993, ,2020
21108, Oriental,19903,8627,11276,2020
21109, Pahuatlán,20274,13365,6909,2020
21110, Palmar de Bravo,50226,9331,40895,2020
21111, Pantepec,18528,15560,2968,2020
21112, Petlalcingo,9350,6650,2700,2020
21113, Piaxtla,4627,4627, ,2020
21114, Puebla,1692181,50903,1641278,2020
21115, Quecholac,57992,9286,48706,2020
21116, Quimixtlán,22855,22855, ,2020
21117, Rafael Lara Grajales,15952, ,15952,2020
21119, San Andrés Cholula,154448,1983,152465,2020
21120, San Antonio Cañada,5938,3300,2638,2020
21121, San Diego la Mesa Tochimiltzingo,1270,1270, ,2020
21122, San Felipe Teotlalcingo,11063,945,10118,2020
21123, San Felipe Tepatlán,3793,3793, ,2020
21124, San Gabriel Chilac,15954,2267,13687,2020
21125, San Gregorio Atzompa,9671,546,9125,2020
21126, San Jerónimo Tecuanipan,6597,4052,2545,2020
21127, San Jerónimo Xayacatlán,3606,3606, ,2020
21128, San José Chiapa,10443,4172,6271,2020
21129, San José Miahuatlán,14018,5232,8786,2020
21130, San Juan Atenco,3604,3604, ,2020
21131, San Juan Atzompa,975,975, ,2020
21132, San Martín Texmelucan,155738,5467,150271,2020
21133, San Martín Totoltepec,692,692, ,2020
21134, San Matías Tlalancaleca,20974,6258,14716,2020
21135, San Miguel Ixitlán,526,526, ,2020
21136, San Miguel Xoxtla,12461,401,12060,2020
21137, San Nicolás Buenos Aires,10464,3709,6755,2020
21138, San Nicolás de los Ranchos,11780,2414,9366,2020
21139, San Pablo Anicano,3759,3759, ,2020
21140, San Pedro Cholula,138433,1654,136779,2020
21141, San Pedro Yeloixtlahuaca,3488,3488, ,2020
21142, San Salvador el Seco,30639,5421,25218,2020
21143, San Salvador el Verde,34880,2241,32639,2020
21144, San Salvador Huixcolotla,16790,2522,14268,2020
21145, San Sebastián Tlacotepec,13189,13189, ,2020
21146, Santa Catarina Tlaltempan,749,749, ,2020
21147, Santa Inés Ahuatempan,6341,1915,4426,2020
21148, Santa Isabel Cholula,11498,5148,6350,2020
21149, Santiago Miahuatlán,30309,5397,24912,2020
21151, Santo Tomás Hueyotlipan,9315,137,9178,2020
21152, Soltepec,12631,6098,6533,2020
21153, Tecali de Herrera,23625,9799,13826,2020
21154, Tecamachalco,80771,18490,62281,2020
21155, Tecomatlán,6830,3124,3706,2020
21156, Tehuacán,327312,13445,313867,2020
21157, Tehuitzingo,12672,6028,6644,2020
21158, Tenampulco,6743,6743, ,2020
21159, Teopantlán,3836,1085,2751,2020
21160, Teotlalco,3689,3689, ,2020
21161, Tepanco de López,22218,3397,18821,2020
21162, Tepango de Rodríguez,4155,857,3298,2020
21163, Tepatlaxco de Hidalgo,18854,480,18374,2020
21164, Tepeaca,84270,21240,63030,2020
21165, Tepemaxalco,1216,1216, ,2020
21166, Tepeojuma,8918,3771,5147,2020
21167, Tepetzintla,10373,10373, ,2020
21168, Tepexco,7523,2004,5519,2020
21169, Tepexi de Rodríguez,22331,16628,5703,2020
