CVEGEO,NOMGEO,pop_dfd
31044,Kinchil,303
31045,Kopomá,81
31046,Mama,310
31047,Maní,493
31048,Maxcanú,599
31049,Mayapán,23
31050,Mérida,102827
31052,Motul,1687
31053,Muna,503
31054,Muxupip,933
31055,Opichén,184
31056,Oxkutzcab,1551
31057,Panabá,373
31058,Peto,950
31059,Progreso,4469
31060,Quintana Roo,25
31061,Río Lagartos,97
31062,Sacalum,382
31063,Samahil,951
31065,San Felipe,217
31066,Santa Elena,392
31067,Seyé,2823
31068,Sinanché,158
31069,Sotuta,204
31070,Sucilá,260
31071,Sudzal,200
31072,Suma,234
31073,Tahdziú,29
31074,Tahmek,159
31075,Teabo,326
31076,Tecoh,213
31077,Tekal de Venegas,84
31078,Tekantó,150
31079,Tekax,1844
31080,Tekit,119
31081,Tekom,298
31082,Telchac Pueblo,116
31083,Telchac Puerto,122
31084,Temax,586
31085,Temozón,471
31086,Tepakán,197
31087,Tetiz,283
31088,Teya,121
31089,Ticul,1796
31090,Timucuy,2876
31091,Tinum,493
31092,Tixcacalcupul,113
31093,Tixkokob,2515
31094,Tixmehuac,147
31096,Tizimín,3591
31097,Tunkás,119
31098,Tzucacab,427
31099,Uayma,53
31100,Ucú,6462
31101,Umán,22654
31102,Valladolid,5365
31103,Xocchel,241
31104,Yaxcabá,218
31105,Yaxkukul,1431
32001,Apozol,439
32002,Apulco,149
32003,Atolinga,245
32004,Benito Juárez,287
32005,Calera,2127
32006,Cañitas de Felipe Pescador,558
32007,Concepción del Oro,604
32008,Cuauhtémoc,868
32009,Chalchihuites,397
32010,Fresnillo,17708
32011,Trinidad García de la Cadena,161
32012,Genaro Codina,557
32013,General Enrique Estrada,795
32014,General Francisco R. Murguía,1364
32015,El Plateado de Joaquín Amaro,140
32016,General Pánfilo Natera,492
32017,Guadalupe,12750
32018,Huanusco,1048
32019,Jalpa,1659
32020,Jerez,5139
32021,Jiménez del Teul,128
32022,Juan Aldama,1161
32023,Juchipila,942
32024,Loreto,2443
32025,Luis Moya,580
32026,Mazapil,1086
32027,Melchor Ocampo,131
32028,Mezquital del Oro,179
32029,Miguel Auza,911
32030,Momax,167
32031,Monte Escobedo,379
32032,Morelos,8875
32033,Moyahua de Estrada,299
32034,Nochistlán de Mejía,2194
32035,Noria de Ángeles,1160
32036,Ojocaliente,1779
32037,Pánuco,3405
32038,Pinos,2658
32039,Río Grande,3403
32040,Sain Alto,975
32041,El Salvador,0
32042,Sombrerete,3501
32043,Susticacán,106
32044,Tabasco,536
32045,Tepechitlán,513
32046,Tepetongo,680
32047,Teúl de González Ortega,207
32048,Tlaltenango de Sánchez Román,1461
32049,Valparaíso,1473
32050,Vetagrande,7955
32051,Villa de Cos,2551
32052,Villa García,868
32053,Villa González Ortega,746
32054,Villa Hidalgo,514
32055,Villanueva,2076
32056,Zacatecas,6086
32057,Trancoso,1432
32058,Santa María de la Paz,212
